mu,xi,sigma,q005,q095
96.223,-0.48521,9.6708,93.934,97.231
96.223,-0.47734,9.6787,93.878,97.195
96.223,-0.46947,9.6867,93.821,97.159
96.223,-0.4616,9.6947,93.762,97.123
96.223,-0.45373,9.7026,93.702,97.087
96.223,-0.44586,9.7105,93.64,97.052
96.223,-0.43798,9.7184,93.577,97.017
96.223,-0.43011,9.7262,93.512,96.982
96.223,-0.42224,9.734,93.446,96.947
96.223,-0.41437,9.7418,93.378,96.913
96.223,-0.4065,9.7496,93.308,96.879
96.223,-0.39863,9.7574,93.237,96.845
96.223,-0.39076,9.7651,93.164,96.812
96.223,-0.38289,9.7728,93.089,96.779
96.223,-0.37502,9.7805,93.012,96.747
96.223,-0.36715,9.7882,92.934,96.716
96.223,-0.35928,9.7959,92.853,96.685
96.223,-0.3514,9.8035,92.771,96.655
96.223,-0.34353,9.8111,92.686,96.625
96.223,-0.33566,9.8187,92.6,96.597
96.223,-0.32779,9.8262,92.511,96.569
96.223,-0.31992,9.8337,92.421,96.542
96.223,-0.31205,9.8412,92.328,96.515
96.223,-0.30418,9.8487,92.233,96.49
96.223,-0.29631,9.8562,92.135,96.466
96.223,-0.28844,9.8636,92.035,96.443
96.223,-0.28057,9.871,91.933,96.421
96.223,-0.2727,9.8784,91.828,96.4
96.223,-0.26482,9.8858,91.721,96.38
96.223,-0.25695,9.8932,91.611,96.361
96.223,-0.24908,9.9005,91.498,96.344
96.223,-0.24121,9.9078,91.383,96.328
96.223,-0.23334,9.9151,91.265,96.313
96.223,-0.22547,9.9223,91.144,96.299
96.223,-0.2176,9.9295,91.02,96.287
96.223,-0.20973,9.9367,90.893,96.276
96.223,-0.20186,9.9439,90.763,96.266
96.223,-0.19399,9.9511,90.63,96.258
96.223,-0.18612,9.9582,90.494,96.25
96.223,-0.17824,9.9653,90.354,96.244
96.223,-0.17037,9.9724,90.211,96.239
96.223,-0.1625,9.9795,90.064,96.235
96.223,-0.15463,9.9866,89.914,96.231
96.223,-0.14676,9.9936,89.76,96.229
96.223,-0.13889,10.001,89.603,96.227
96.223,-0.13102,10.008,89.441,96.225
96.223,-0.12315,10.015,89.276,96.224
96.223,-0.11528,10.021,89.107,96.224
96.223,-0.10741,10.028,88.934,96.223
96.223,-0.099535,10.035,88.756,96.223
96.223,-0.091665,10.042,88.574,96.223
96.223,-0.083794,10.049,88.388,96.223
96.223,-0.075923,10.056,88.197,96.223
96.223,-0.068052,10.063,88.002,96.223
96.223,-0.060181,10.069,87.802,96.223
96.344,-0.8394,9.3402,95.572,98.871
96.344,-0.83153,9.349,95.553,98.842
96.344,-0.82366,9.3579,95.533,98.813
96.344,-0.81579,9.3667,95.513,98.784
96.344,-0.80792,9.3755,95.493,98.755
96.344,-0.80005,9.3843,95.472,98.725
96.344,-0.79217,9.3931,95.451,98.695
96.344,-0.7843,9.4018,95.429,98.665
96.344,-0.77643,9.4105,95.406,98.634
96.344,-0.76856,9.4192,95.383,98.603
96.344,-0.76069,9.4279,95.359,98.572
96.344,-0.75282,9.4365,95.335,98.541
96.344,-0.74495,9.4452,95.31,98.509
96.344,-0.73708,9.4538,95.285,98.477
96.344,-0.72921,9.4623,95.259,98.445
96.344,-0.72134,9.4709,95.232,98.413
96.344,-0.71347,9.4794,95.205,98.38
96.344,-0.70559,9.4879,95.177,98.347
96.344,-0.69772,9.4964,95.148,98.314
96.344,-0.68985,9.5049,95.119,98.281
96.344,-0.68198,9.5133,95.089,98.248
96.344,-0.67411,9.5217,95.058,98.214
96.344,-0.66624,9.5301,95.026,98.18
96.344,-0.65837,9.5385,94.994,98.146
96.344,-0.6505,9.5468,94.961,98.111
96.344,-0.64263,9.5552,94.927,98.077
96.344,-0.63476,9.5635,94.892,98.042
96.344,-0.62689,9.5717,94.857,98.007
96.344,-0.61901,9.58,94.82,97.971
96.344,-0.61114,9.5882,94.783,97.936
96.344,-0.60327,9.5964,94.744,97.901
96.344,-0.5954,9.6046,94.705,97.865
96.344,-0.58753,9.6128,94.665,97.829
96.344,-0.57966,9.6209,94.624,97.793
96.344,-0.57179,9.629,94.582,97.757
96.344,-0.56392,9.6371,94.539,97.721
96.344,-0.55605,9.6452,94.494,97.685
96.344,-0.54818,9.6532,94.449,97.648
96.344,-0.54031,9.6613,94.403,97.612
96.344,-0.53243,9.6693,94.355,97.575
96.344,-0.52456,9.6772,94.306,97.539
96.344,-0.51669,9.6852,94.256,97.502
96.344,-0.50882,9.6931,94.205,97.466
96.344,-0.50095,9.701,94.153,97.429
96.344,-0.49308,9.7089,94.099,97.393
96.344,-0.48521,9.7168,94.044,97.356
96.344,-0.47734,9.7246,93.988,97.32
96.344,-0.46947,9.7324,93.93,97.284
96.344,-0.4616,9.7402,93.871,97.248
96.344,-0.45373,9.748,93.811,97.212
96.344,-0.44586,9.7557,93.749,97.176
96.344,-0.43798,9.7635,93.685,97.141
96.344,-0.43011,9.7712,93.62,97.106
96.344,-0.42224,9.7789,93.554,97.071
96.344,-0.41437,9.7865,93.485,97.037
96.344,-0.4065,9.7941,93.415,97.003
96.344,-0.39863,9.8017,93.344,96.969
96.344,-0.39076,9.8093,93.271,96.936
96.344,-0.38289,9.8169,93.195,96.903
96.344,-0.37502,9.8244,93.118,96.871
96.344,-0.36715,9.8319,93.04,96.839
96.344,-0.35928,9.8394,92.959,96.808
96.344,-0.3514,9.8469,92.876,96.778
96.344,-0.34353,9.8544,92.792,96.748
96.344,-0.33566,9.8618,92.705,96.719
96.344,-0.32779,9.8692,92.616,96.691
96.344,-0.31992,9.8766,92.525,96.664
96.344,-0.31205,9.8839,92.432,96.637
96.344,-0.30418,9.8912,92.336,96.612
96.344,-0.29631,9.8986,92.238,96.588
96.344,-0.28844,9.9058,92.138,96.564
96.344,-0.28057,9.9131,92.036,96.542
96.344,-0.2727,9.9203,91.93,96.521
96.344,-0.26482,9.9276,91.823,96.501
96.344,-0.25695,9.9348,91.712,96.483
96.344,-0.24908,9.9419,91.599,96.465
96.344,-0.24121,9.9491,91.484,96.449
96.344,-0.23334,9.9562,91.365,96.434
96.344,-0.22547,9.9633,91.244,96.42
96.344,-0.2176,9.9704,91.119,96.408
96.344,-0.20973,9.9774,90.992,96.397
96.344,-0.20186,9.9845,90.862,96.387
96.344,-0.19399,9.9915,90.728,96.379
96.344,-0.18612,9.9985,90.591,96.371
96.344,-0.17824,10.005,90.451,96.365
96.344,-0.17037,10.012,90.307,96.36
96.344,-0.1625,10.019,90.16,96.355
96.344,-0.15463,10.026,90.01,96.352
96.344,-0.14676,10.033,89.856,96.349
96.344,-0.13889,10.04,89.698,96.347
96.344,-0.13102,10.047,89.536,96.346
96.344,-0.12315,10.054,89.37,96.345
96.344,-0.11528,10.06,89.2,96.344
96.344,-0.10741,10.067,89.026,96.344
96.344,-0.099535,10.074,88.848,96.344
96.344,-0.091665,10.08,88.666,96.344
96.344,-0.083794,10.087,88.479,96.344
96.344,-0.075923,10.094,88.288,96.344
96.344,-0.068052,10.1,88.092,96.344
96.344,-0.060181,10.107,87.891,96.344
96.465,-0.8394,9.3929,95.688,99.006
96.465,-0.83153,9.4016,95.669,98.977
96.465,-0.82366,9.4103,95.65,98.948
96.465,-0.81579,9.419,95.63,98.919
96.465,-0.80792,9.4276,95.609,98.889
96.465,-0.80005,9.4363,95.588,98.859
96.465,-0.79217,9.4449,95.566,98.829
96.465,-0.7843,9.4535,95.544,98.798
96.465,-0.77643,9.462,95.522,98.767
96.465,-0.76856,9.4706,95.499,98.736
96.465,-0.76069,9.4791,95.475,98.705
96.465,-0.75282,9.4876,95.45,98.674
96.465,-0.74495,9.496,95.426,98.642
96.465,-0.73708,9.5045,95.4,98.61
96.465,-0.72921,9.5129,95.374,98.577
96.465,-0.72134,9.5213,95.347,98.545
96.465,-0.71347,9.5297,95.32,98.512
96.465,-0.70559,9.5381,95.292,98.479
96.465,-0.69772,9.5464,95.263,98.446
96.465,-0.68985,9.5547,95.233,98.412
96.465,-0.68198,9.563,95.203,98.378
96.465,-0.67411,9.5712,95.172,98.344
96.465,-0.66624,9.5795,95.14,98.31
96.465,-0.65837,9.5877,95.108,98.276
96.465,-0.6505,9.5959,95.075,98.241
96.465,-0.64263,9.6041,95.041,98.206
96.465,-0.63476,9.6122,95.006,98.171
96.465,-0.62689,9.6203,94.97,98.136
96.465,-0.61901,9.6284,94.933,98.101
96.465,-0.61114,9.6365,94.896,98.065
96.465,-0.60327,9.6446,94.857,98.029
96.465,-0.5954,9.6526,94.818,97.993
96.465,-0.58753,9.6606,94.777,97.957
96.465,-0.57966,9.6686,94.736,97.921
96.465,-0.57179,9.6766,94.694,97.885
96.465,-0.56392,9.6845,94.65,97.848
96.465,-0.55605,9.6924,94.606,97.812
96.465,-0.54818,9.7003,94.56,97.775
96.465,-0.54031,9.7082,94.514,97.739
96.465,-0.53243,9.716,94.466,97.702
96.465,-0.52456,9.7239,94.417,97.665
96.465,-0.51669,9.7317,94.367,97.629
96.465,-0.50882,9.7394,94.316,97.592
96.465,-0.50095,9.7472,94.263,97.555
96.465,-0.49308,9.7549,94.209,97.519
96.465,-0.48521,9.7626,94.154,97.482
96.465,-0.47734,9.7703,94.098,97.445
96.465,-0.46947,9.778,94.04,97.409
96.465,-0.4616,9.7856,93.98,97.373
96.465,-0.45373,9.7932,93.92,97.337
96.465,-0.44586,9.8008,93.858,97.301
96.465,-0.43798,9.8084,93.794,97.266
96.465,-0.43011,9.816,93.729,97.23
96.465,-0.42224,9.8235,93.662,97.195
96.465,-0.41437,9.831,93.593,97.161
96.465,-0.4065,9.8385,93.523,97.126
96.465,-0.39863,9.8459,93.451,97.092
96.465,-0.39076,9.8534,93.378,97.059
96.465,-0.38289,9.8608,93.302,97.026
96.465,-0.37502,9.8681,93.225,96.994
96.465,-0.36715,9.8755,93.146,96.962
96.465,-0.35928,9.8829,93.065,96.931
96.465,-0.3514,9.8902,92.982,96.9
96.465,-0.34353,9.8975,92.897,96.87
96.465,-0.33566,9.9047,92.81,96.841
96.465,-0.32779,9.912,92.721,96.813
96.465,-0.31992,9.9192,92.629,96.786
96.465,-0.31205,9.9264,92.536,96.759
96.465,-0.30418,9.9336,92.44,96.734
96.465,-0.29631,9.9407,92.342,96.71
96.465,-0.28844,9.9479,92.241,96.686
96.465,-0.28057,9.955,92.138,96.664
96.465,-0.2727,9.9621,92.033,96.643
96.465,-0.26482,9.9691,91.925,96.623
96.465,-0.25695,9.9762,91.814,96.604
96.465,-0.24908,9.9832,91.701,96.586
96.465,-0.24121,9.9902,91.584,96.57
96.465,-0.23334,9.9972,91.466,96.555
96.465,-0.22547,10.004,91.344,96.542
96.465,-0.2176,10.011,91.219,96.529
96.465,-0.20973,10.018,91.091,96.518
96.465,-0.20186,10.025,90.96,96.508
96.465,-0.19399,10.032,90.826,96.5
96.465,-0.18612,10.039,90.689,96.492
96.465,-0.17824,10.045,90.548,96.486
96.465,-0.17037,10.052,90.404,96.481
96.465,-0.1625,10.059,90.257,96.476
96.465,-0.15463,10.066,90.106,96.473
96.465,-0.14676,10.072,89.951,96.47
96.465,-0.13889,10.079,89.792,96.468
96.465,-0.13102,10.086,89.63,96.467
96.465,-0.12315,10.092,89.464,96.466
96.465,-0.11528,10.099,89.294,96.465
96.465,-0.10741,10.106,89.119,96.465
96.465,-0.099535,10.112,88.941,96.465
96.465,-0.091665,10.119,88.758,96.465
96.465,-0.083794,10.125,88.57,96.465
96.465,-0.075923,10.132,88.378,96.465
96.465,-0.068052,10.138,88.182,96.465
96.465,-0.060181,10.145,87.98,96.465
96.585,-0.8394,9.4454,95.805,99.141
96.585,-0.83153,9.454,95.785,99.112
96.585,-0.82366,9.4625,95.766,99.083
96.585,-0.81579,9.4711,95.746,99.053
96.585,-0.80792,9.4796,95.725,99.023
96.585,-0.80005,9.488,95.704,98.993
96.585,-0.79217,9.4965,95.682,98.962
96.585,-0.7843,9.5049,95.66,98.932
96.585,-0.77643,9.5133,95.637,98.901
96.585,-0.76856,9.5217,95.614,98.869
96.585,-0.76069,9.5301,95.59,98.838
96.585,-0.75282,9.5384,95.566,98.806
96.585,-0.74495,9.5468,95.541,98.774
96.585,-0.73708,9.555,95.515,98.742
96.585,-0.72921,9.5633,95.489,98.709
96.585,-0.72134,9.5716,95.462,98.677
96.585,-0.71347,9.5798,95.434,98.644
96.585,-0.70559,9.588,95.406,98.61
96.585,-0.69772,9.5962,95.377,98.577
96.585,-0.68985,9.6043,95.348,98.543
96.585,-0.68198,9.6125,95.317,98.509
96.585,-0.67411,9.6206,95.286,98.475
96.585,-0.66624,9.6287,95.254,98.44
96.585,-0.65837,9.6367,95.222,98.406
96.585,-0.6505,9.6448,95.188,98.371
96.585,-0.64263,9.6528,95.154,98.336
96.585,-0.63476,9.6608,95.119,98.301
96.585,-0.62689,9.6688,95.083,98.265
96.585,-0.61901,9.6767,95.046,98.23
96.585,-0.61114,9.6846,95.009,98.194
96.585,-0.60327,9.6925,94.97,98.158
96.585,-0.5954,9.7004,94.93,98.122
96.585,-0.58753,9.7083,94.89,98.085
96.585,-0.57966,9.7161,94.848,98.049
96.585,-0.57179,9.7239,94.806,98.013
96.585,-0.56392,9.7317,94.762,97.976
96.585,-0.55605,9.7395,94.718,97.939
96.585,-0.54818,9.7472,94.672,97.902
96.585,-0.54031,9.7549,94.625,97.866
96.585,-0.53243,9.7626,94.577,97.829
96.585,-0.52456,9.7703,94.528,97.792
96.585,-0.51669,9.7779,94.478,97.755
96.585,-0.50882,9.7856,94.426,97.718
96.585,-0.50095,9.7932,94.374,97.681
96.585,-0.49308,9.8007,94.32,97.644
96.585,-0.48521,9.8083,94.264,97.608
96.585,-0.47734,9.8158,94.207,97.571
96.585,-0.46947,9.8233,94.149,97.534
96.585,-0.4616,9.8308,94.09,97.498
96.585,-0.45373,9.8383,94.029,97.462
96.585,-0.44586,9.8457,93.966,97.426
96.585,-0.43798,9.8532,93.902,97.39
96.585,-0.43011,9.8606,93.837,97.355
96.585,-0.42224,9.8679,93.77,97.319
96.585,-0.41437,9.8753,93.701,97.285
96.585,-0.4065,9.8826,93.631,97.25
96.585,-0.39863,9.8899,93.559,97.216
96.585,-0.39076,9.8972,93.485,97.182
96.585,-0.38289,9.9044,93.409,97.149
96.585,-0.37502,9.9117,93.331,97.117
96.585,-0.36715,9.9189,93.252,97.085
96.585,-0.35928,9.9261,93.171,97.054
96.585,-0.3514,9.9332,93.087,97.023
96.585,-0.34353,9.9404,93.002,96.993
96.585,-0.33566,9.9475,92.915,96.964
96.585,-0.32779,9.9546,92.825,96.936
96.585,-0.31992,9.9617,92.734,96.908
96.585,-0.31205,9.9687,92.64,96.882
96.585,-0.30418,9.9758,92.544,96.856
96.585,-0.29631,9.9828,92.445,96.831
96.585,-0.28844,9.9897,92.344,96.808
96.585,-0.28057,9.9967,92.241,96.786
96.585,-0.2727,10.004,92.135,96.764
96.585,-0.26482,10.011,92.027,96.744
96.585,-0.25695,10.017,91.915,96.725
96.585,-0.24908,10.024,91.802,96.708
96.585,-0.24121,10.031,91.685,96.691
96.585,-0.23334,10.038,91.566,96.676
96.585,-0.22547,10.045,91.444,96.663
96.585,-0.2176,10.052,91.319,96.65
96.585,-0.20973,10.058,91.19,96.639
96.585,-0.20186,10.065,91.059,96.629
96.585,-0.19399,10.072,90.925,96.621
96.585,-0.18612,10.078,90.787,96.613
96.585,-0.17824,10.085,90.646,96.607
96.585,-0.17037,10.092,90.501,96.601
96.585,-0.1625,10.098,90.353,96.597
96.585,-0.15463,10.105,90.202,96.594
96.585,-0.14676,10.111,90.046,96.591
96.585,-0.13889,10.118,89.887,96.589
96.585,-0.13102,10.125,89.725,96.588
96.585,-0.12315,10.131,89.558,96.587
96.585,-0.11528,10.137,89.387,96.586
96.585,-0.10741,10.144,89.212,96.586
96.585,-0.099535,10.15,89.033,96.585
96.585,-0.091665,10.157,88.849,96.585
96.585,-0.083794,10.163,88.661,96.585
96.585,-0.075923,10.169,88.469,96.585
96.585,-0.068052,10.176,88.272,96.585
96.585,-0.060181,10.182,88.07,96.585
96.706,-0.8394,9.4978,95.921,99.276
96.706,-0.83153,9.5062,95.902,99.247
96.706,-0.82366,9.5146,95.882,99.217
96.706,-0.81579,9.523,95.862,99.187
96.706,-0.80792,9.5313,95.841,99.157
96.706,-0.80005,9.5396,95.82,99.127
96.706,-0.79217,9.5479,95.798,99.096
96.706,-0.7843,9.5562,95.776,99.065
96.706,-0.77643,9.5645,95.753,99.034
96.706,-0.76856,9.5727,95.73,99.002
96.706,-0.76069,9.5809,95.706,98.971
96.706,-0.75282,9.5891,95.681,98.939
96.706,-0.74495,9.5973,95.656,98.907
96.706,-0.73708,9.6054,95.63,98.874
96.706,-0.72921,9.6135,95.604,98.841
96.706,-0.72134,9.6216,95.577,98.808
96.706,-0.71347,9.6297,95.549,98.775
96.706,-0.70559,9.6378,95.521,98.742
96.706,-0.69772,9.6458,95.492,98.708
96.706,-0.68985,9.6538,95.462,98.674
96.706,-0.68198,9.6618,95.432,98.64
96.706,-0.67411,9.6697,95.4,98.605
96.706,-0.66624,9.6777,95.368,98.571
96.706,-0.65837,9.6856,95.336,98.536
96.706,-0.6505,9.6935,95.302,98.501
96.706,-0.64263,9.7013,95.268,98.465
96.706,-0.63476,9.7092,95.233,98.43
96.706,-0.62689,9.717,95.196,98.394
96.706,-0.61901,9.7248,95.159,98.358
96.706,-0.61114,9.7326,95.122,98.322
96.706,-0.60327,9.7403,95.083,98.286
96.706,-0.5954,9.748,95.043,98.25
96.706,-0.58753,9.7557,95.002,98.214
96.706,-0.57966,9.7634,94.961,98.177
96.706,-0.57179,9.7711,94.918,98.14
96.706,-0.56392,9.7787,94.874,98.103
96.706,-0.55605,9.7863,94.83,98.067
96.706,-0.54818,9.7939,94.784,98.03
96.706,-0.54031,9.8015,94.737,97.993
96.706,-0.53243,9.809,94.689,97.955
96.706,-0.52456,9.8165,94.639,97.918
96.706,-0.51669,9.824,94.589,97.881
96.706,-0.50882,9.8315,94.537,97.844
96.706,-0.50095,9.839,94.484,97.807
96.706,-0.49308,9.8464,94.43,97.77
96.706,-0.48521,9.8538,94.374,97.733
96.706,-0.47734,9.8612,94.317,97.696
96.706,-0.46947,9.8685,94.259,97.66
96.706,-0.4616,9.8759,94.199,97.623
96.706,-0.45373,9.8832,94.138,97.587
96.706,-0.44586,9.8905,94.075,97.55
96.706,-0.43798,9.8977,94.011,97.514
96.706,-0.43011,9.905,93.945,97.479
96.706,-0.42224,9.9122,93.878,97.443
96.706,-0.41437,9.9194,93.809,97.408
96.706,-0.4065,9.9266,93.738,97.374
96.706,-0.39863,9.9337,93.666,97.34
96.706,-0.39076,9.9408,93.592,97.306
96.706,-0.38289,9.948,93.516,97.273
96.706,-0.37502,9.955,93.438,97.24
96.706,-0.36715,9.9621,93.358,97.208
96.706,-0.35928,9.9691,93.277,97.176
96.706,-0.3514,9.9761,93.193,97.146
96.706,-0.34353,9.9831,93.108,97.116
96.706,-0.33566,9.9901,93.02,97.086
96.706,-0.32779,9.997,92.93,97.058
96.706,-0.31992,10.004,92.838,97.03
96.706,-0.31205,10.011,92.744,97.004
96.706,-0.30418,10.018,92.647,96.978
96.706,-0.29631,10.025,92.548,96.953
96.706,-0.28844,10.031,92.447,96.93
96.706,-0.28057,10.038,92.344,96.907
96.706,-0.2727,10.045,92.237,96.886
96.706,-0.26482,10.052,92.129,96.866
96.706,-0.25695,10.058,92.017,96.847
96.706,-0.24908,10.065,91.903,96.829
96.706,-0.24121,10.072,91.786,96.813
96.706,-0.23334,10.079,91.666,96.798
96.706,-0.22547,10.085,91.544,96.784
96.706,-0.2176,10.092,91.418,96.771
96.706,-0.20973,10.098,91.29,96.76
96.706,-0.20186,10.105,91.158,96.75
96.706,-0.19399,10.112,91.023,96.741
96.706,-0.18612,10.118,90.885,96.734
96.706,-0.17824,10.125,90.743,96.728
96.706,-0.17037,10.131,90.598,96.722
96.706,-0.1625,10.138,90.45,96.718
96.706,-0.15463,10.144,90.298,96.715
96.706,-0.14676,10.15,90.142,96.712
96.706,-0.13889,10.157,89.983,96.71
96.706,-0.13102,10.163,89.819,96.708
96.706,-0.12315,10.169,89.652,96.707
96.706,-0.11528,10.176,89.481,96.707
96.706,-0.10741,10.182,89.305,96.706
96.706,-0.099535,10.188,89.125,96.706
96.706,-0.091665,10.195,88.941,96.706
96.706,-0.083794,10.201,88.753,96.706
96.706,-0.075923,10.207,88.56,96.706
96.706,-0.068052,10.213,88.362,96.706
96.706,-0.060181,10.219,88.159,96.706
96.827,-0.8394,9.5499,96.038,99.411
96.827,-0.83153,9.5582,96.018,99.382
96.827,-0.82366,9.5665,95.998,99.352
96.827,-0.81579,9.5747,95.978,99.322
96.827,-0.80792,9.5829,95.957,99.291
96.827,-0.80005,9.591,95.936,99.261
96.827,-0.79217,9.5992,95.914,99.23
96.827,-0.7843,9.6073,95.892,99.199
96.827,-0.77643,9.6154,95.869,99.167
96.827,-0.76856,9.6235,95.845,99.135
96.827,-0.76069,9.6316,95.821,99.104
96.827,-0.75282,9.6396,95.797,99.071
96.827,-0.74495,9.6476,95.771,99.039
96.827,-0.73708,9.6556,95.746,99.006
96.827,-0.72921,9.6636,95.719,98.973
96.827,-0.72134,9.6715,95.692,98.94
96.827,-0.71347,9.6794,95.664,98.907
96.827,-0.70559,9.6873,95.636,98.873
96.827,-0.69772,9.6952,95.606,98.839
96.827,-0.68985,9.7031,95.577,98.805
96.827,-0.68198,9.7109,95.546,98.77
96.827,-0.67411,9.7187,95.515,98.736
96.827,-0.66624,9.7265,95.482,98.701
96.827,-0.65837,9.7342,95.45,98.666
96.827,-0.6505,9.742,95.416,98.63
96.827,-0.64263,9.7497,95.381,98.595
96.827,-0.63476,9.7574,95.346,98.559
96.827,-0.62689,9.765,95.31,98.523
96.827,-0.61901,9.7727,95.273,98.487
96.827,-0.61114,9.7803,95.235,98.451
96.827,-0.60327,9.7879,95.196,98.415
96.827,-0.5954,9.7955,95.156,98.378
96.827,-0.58753,9.803,95.115,98.342
96.827,-0.57966,9.8106,95.073,98.305
96.827,-0.57179,9.8181,95.03,98.268
96.827,-0.56392,9.8255,94.986,98.231
96.827,-0.55605,9.833,94.941,98.194
96.827,-0.54818,9.8404,94.895,98.157
96.827,-0.54031,9.8479,94.848,98.119
96.827,-0.53243,9.8552,94.8,98.082
96.827,-0.52456,9.8626,94.75,98.045
96.827,-0.51669,9.87,94.7,98.008
96.827,-0.50882,9.8773,94.648,97.97
96.827,-0.50095,9.8846,94.595,97.933
96.827,-0.49308,9.8919,94.54,97.896
96.827,-0.48521,9.8991,94.484,97.859
96.827,-0.47734,9.9063,94.427,97.822
96.827,-0.46947,9.9135,94.369,97.785
96.827,-0.4616,9.9207,94.309,97.748
96.827,-0.45373,9.9279,94.247,97.711
96.827,-0.44586,9.935,94.184,97.675
96.827,-0.43798,9.9421,94.12,97.639
96.827,-0.43011,9.9492,94.054,97.603
96.827,-0.42224,9.9563,93.986,97.568
96.827,-0.41437,9.9633,93.917,97.532
96.827,-0.4065,9.9704,93.846,97.498
96.827,-0.39863,9.9774,93.773,97.463
96.827,-0.39076,9.9843,93.699,97.429
96.827,-0.38289,9.9913,93.623,97.396
96.827,-0.37502,9.9982,93.545,97.363
96.827,-0.36715,10.005,93.465,97.331
96.827,-0.35928,10.012,93.383,97.299
96.827,-0.3514,10.019,93.299,97.268
96.827,-0.34353,10.026,93.213,97.238
96.827,-0.33566,10.033,93.125,97.209
96.827,-0.32779,10.039,93.035,97.18
96.827,-0.31992,10.046,92.943,97.152
96.827,-0.31205,10.053,92.848,97.126
96.827,-0.30418,10.06,92.751,97.1
96.827,-0.29631,10.066,92.652,97.075
96.827,-0.28844,10.073,92.55,97.051
96.827,-0.28057,10.08,92.446,97.029
96.827,-0.2727,10.086,92.34,97.007
96.827,-0.26482,10.093,92.231,96.987
96.827,-0.25695,10.099,92.119,96.968
96.827,-0.24908,10.106,92.004,96.95
96.827,-0.24121,10.112,91.887,96.934
96.827,-0.23334,10.119,91.767,96.919
96.827,-0.22547,10.125,91.644,96.905
96.827,-0.2176,10.132,91.518,96.892
96.827,-0.20973,10.138,91.389,96.881
96.827,-0.20186,10.145,91.257,96.871
96.827,-0.19399,10.151,91.122,96.862
96.827,-0.18612,10.158,90.983,96.855
96.827,-0.17824,10.164,90.841,96.848
96.827,-0.17037,10.17,90.696,96.843
96.827,-0.1625,10.177,90.547,96.839
96.827,-0.15463,10.183,90.394,96.835
96.827,-0.14676,10.189,90.238,96.833
96.827,-0.13889,10.195,90.078,96.831
96.827,-0.13102,10.202,89.914,96.829
96.827,-0.12315,10.208,89.746,96.828
96.827,-0.11528,10.214,89.574,96.828
96.827,-0.10741,10.22,89.398,96.827
96.827,-0.099535,10.226,89.218,96.827
96.827,-0.091665,10.232,89.033,96.827
96.827,-0.083794,10.238,88.844,96.827
96.827,-0.075923,10.244,88.651,96.827
96.827,-0.068052,10.25,88.452,96.827
96.827,-0.060181,10.256,88.249,96.827
96.948,-0.8394,9.6019,96.154,99.546
96.948,-0.83153,9.6101,96.135,99.516
96.948,-0.82366,9.6181,96.115,99.486
96.948,-0.81579,9.6262,96.094,99.456
96.948,-0.80792,9.6343,96.073,99.425
96.948,-0.80005,9.6423,96.052,99.394
96.948,-0.79217,9.6503,96.03,99.363
96.948,-0.7843,9.6583,96.008,99.332
96.948,-0.77643,9.6662,95.985,99.3
96.948,-0.76856,9.6741,95.961,99.268
96.948,-0.76069,9.682,95.937,99.236
96.948,-0.75282,9.6899,95.912,99.204
96.948,-0.74495,9.6978,95.887,99.171
96.948,-0.73708,9.7056,95.861,99.138
96.948,-0.72921,9.7134,95.834,99.105
96.948,-0.72134,9.7212,95.807,99.072
96.948,-0.71347,9.729,95.779,99.038
96.948,-0.70559,9.7367,95.75,99.004
96.948,-0.69772,9.7445,95.721,98.97
96.948,-0.68985,9.7522,95.691,98.936
96.948,-0.68198,9.7598,95.66,98.901
96.948,-0.67411,9.7675,95.629,98.866
96.948,-0.66624,9.7751,95.597,98.831
96.948,-0.65837,9.7827,95.564,98.796
96.948,-0.6505,9.7903,95.53,98.76
96.948,-0.64263,9.7979,95.495,98.725
96.948,-0.63476,9.8054,95.46,98.689
96.948,-0.62689,9.8129,95.423,98.653
96.948,-0.61901,9.8204,95.386,98.616
96.948,-0.61114,9.8279,95.348,98.58
96.948,-0.60327,9.8353,95.309,98.543
96.948,-0.5954,9.8427,95.269,98.507
96.948,-0.58753,9.8501,95.228,98.47
96.948,-0.57966,9.8575,95.186,98.433
96.948,-0.57179,9.8649,95.143,98.396
96.948,-0.56392,9.8722,95.098,98.358
96.948,-0.55605,9.8795,95.053,98.321
96.948,-0.54818,9.8868,95.007,98.284
96.948,-0.54031,9.8941,94.96,98.246
96.948,-0.53243,9.9013,94.911,98.209
96.948,-0.52456,9.9085,94.862,98.171
96.948,-0.51669,9.9157,94.811,98.134
96.948,-0.50882,9.9229,94.759,98.096
96.948,-0.50095,9.93,94.705,98.059
96.948,-0.49308,9.9371,94.65,98.021
96.948,-0.48521,9.9442,94.594,97.984
96.948,-0.47734,9.9513,94.537,97.947
96.948,-0.46947,9.9584,94.478,97.91
96.948,-0.4616,9.9654,94.418,97.873
96.948,-0.45373,9.9724,94.356,97.836
96.948,-0.44586,9.9794,94.293,97.8
96.948,-0.43798,9.9863,94.229,97.763
96.948,-0.43011,9.9933,94.162,97.727
96.948,-0.42224,10,94.094,97.692
96.948,-0.41437,10.007,94.025,97.656
96.948,-0.4065,10.014,93.954,97.621
96.948,-0.39863,10.021,93.881,97.587
96.948,-0.39076,10.028,93.806,97.553
96.948,-0.38289,10.034,93.73,97.519
96.948,-0.37502,10.041,93.651,97.486
96.948,-0.36715,10.048,93.571,97.454
