mu,xi,sigma,q005,q095
98.881,-0.099535,10.842,90.814,98.881
98.881,-0.091665,10.845,90.62,98.881
98.881,-0.083794,10.849,90.422,98.881
98.881,-0.075923,10.852,90.219,98.881
98.881,-0.068052,10.856,90.012,98.881
98.881,-0.060181,10.859,89.799,98.881
99.001,-0.8394,10.458,98.137,101.83
99.001,-0.83153,10.464,98.116,101.8
99.001,-0.82366,10.469,98.095,101.76
99.001,-0.81579,10.475,98.073,101.73
99.001,-0.80792,10.48,98.05,101.7
99.001,-0.80005,10.486,98.027,101.66
99.001,-0.79217,10.491,98.004,101.63
99.001,-0.7843,10.496,97.98,101.59
99.001,-0.77643,10.502,97.955,101.56
99.001,-0.76856,10.507,97.93,101.52
99.001,-0.76069,10.512,97.904,101.49
99.001,-0.75282,10.518,97.877,101.45
99.001,-0.74495,10.523,97.85,101.41
99.001,-0.73708,10.528,97.822,101.38
99.001,-0.72921,10.533,97.794,101.34
99.001,-0.72134,10.539,97.765,101.3
99.001,-0.71347,10.544,97.735,101.27
99.001,-0.70559,10.549,97.704,101.23
99.001,-0.69772,10.554,97.673,101.19
99.001,-0.68985,10.559,97.641,101.15
99.001,-0.68198,10.564,97.608,101.12
99.001,-0.67411,10.569,97.574,101.08
99.001,-0.66624,10.574,97.54,101.04
99.001,-0.65837,10.579,97.504,101
99.001,-0.6505,10.584,97.468,100.96
99.001,-0.64263,10.589,97.431,100.92
99.001,-0.63476,10.594,97.393,100.88
99.001,-0.62689,10.599,97.355,100.84
99.001,-0.61901,10.604,97.315,100.8
99.001,-0.61114,10.609,97.274,100.76
99.001,-0.60327,10.614,97.233,100.72
99.001,-0.5954,10.619,97.19,100.68
99.001,-0.58753,10.623,97.146,100.64
99.001,-0.57966,10.628,97.101,100.6
99.001,-0.57179,10.633,97.056,100.56
99.001,-0.56392,10.638,97.009,100.52
99.001,-0.55605,10.642,96.961,100.48
99.001,-0.54818,10.647,96.912,100.44
99.001,-0.54031,10.652,96.861,100.4
99.001,-0.53243,10.656,96.81,100.36
99.001,-0.52456,10.661,96.757,100.32
99.001,-0.51669,10.666,96.703,100.28
99.001,-0.50882,10.67,96.647,100.24
99.001,-0.50095,10.675,96.591,100.2
99.001,-0.49308,10.679,96.533,100.16
99.001,-0.48521,10.684,96.473,100.11
99.001,-0.47734,10.688,96.412,100.07
99.001,-0.46947,10.693,96.35,100.03
99.001,-0.4616,10.697,96.286,99.994
99.001,-0.45373,10.702,96.221,99.955
99.001,-0.44586,10.706,96.154,99.915
99.001,-0.43798,10.71,96.085,99.876
99.001,-0.43011,10.715,96.015,99.837
99.001,-0.42224,10.719,95.943,99.799
99.001,-0.41437,10.723,95.869,99.761
99.001,-0.4065,10.728,95.794,99.723
99.001,-0.39863,10.732,95.717,99.686
99.001,-0.39076,10.736,95.638,99.649
99.001,-0.38289,10.74,95.557,99.613
99.001,-0.37502,10.744,95.474,99.578
99.001,-0.36715,10.749,95.389,99.543
99.001,-0.35928,10.753,95.302,99.509
99.001,-0.3514,10.757,95.214,99.475
99.001,-0.34353,10.761,95.122,99.443
99.001,-0.33566,10.765,95.029,99.411
99.001,-0.32779,10.769,94.934,99.38
99.001,-0.31992,10.773,94.836,99.35
99.001,-0.31205,10.777,94.736,99.322
99.001,-0.30418,10.781,94.633,99.294
99.001,-0.29631,10.785,94.528,99.267
99.001,-0.28844,10.789,94.421,99.242
99.001,-0.28057,10.793,94.311,99.218
99.001,-0.2727,10.797,94.198,99.195
99.001,-0.26482,10.801,94.083,99.173
99.001,-0.25695,10.804,93.965,99.152
99.001,-0.24908,10.808,93.844,99.133
99.001,-0.24121,10.812,93.72,99.116
99.001,-0.23334,10.816,93.593,99.1
99.001,-0.22547,10.82,93.463,99.085
99.001,-0.2176,10.823,93.33,99.071
99.001,-0.20973,10.827,93.194,99.059
99.001,-0.20186,10.831,93.055,99.049
99.001,-0.19399,10.834,92.912,99.039
99.001,-0.18612,10.838,92.766,99.031
99.001,-0.17824,10.842,92.616,99.024
99.001,-0.17037,10.845,92.463,99.019
99.001,-0.1625,10.849,92.306,99.014
99.001,-0.15463,10.852,92.146,99.01
99.001,-0.14676,10.856,91.981,99.008
99.001,-0.13889,10.859,91.813,99.005
99.001,-0.13102,10.863,91.641,99.004
99.001,-0.12315,10.866,91.464,99.003
99.001,-0.11528,10.87,91.283,99.002
99.001,-0.10741,10.873,91.098,99.002
99.001,-0.099535,10.876,90.909,99.002
99.001,-0.091665,10.88,90.715,99.001
99.001,-0.083794,10.883,90.516,99.001
99.001,-0.075923,10.886,90.313,99.001
99.001,-0.068052,10.89,90.105,99.001
99.001,-0.060181,10.893,89.892,99.001
99.122,-0.8394,10.507,98.254,101.97
99.122,-0.83153,10.512,98.233,101.93
99.122,-0.82366,10.518,98.211,101.9
99.122,-0.81579,10.523,98.189,101.86
99.122,-0.80792,10.528,98.167,101.83
99.122,-0.80005,10.534,98.144,101.8
99.122,-0.79217,10.539,98.12,101.76
99.122,-0.7843,10.544,98.096,101.73
99.122,-0.77643,10.549,98.071,101.69
99.122,-0.76856,10.554,98.046,101.65
99.122,-0.76069,10.56,98.02,101.62
99.122,-0.75282,10.565,97.993,101.58
99.122,-0.74495,10.57,97.966,101.55
99.122,-0.73708,10.575,97.938,101.51
99.122,-0.72921,10.58,97.909,101.47
99.122,-0.72134,10.585,97.88,101.43
99.122,-0.71347,10.59,97.85,101.4
99.122,-0.70559,10.595,97.819,101.36
99.122,-0.69772,10.6,97.788,101.32
99.122,-0.68985,10.605,97.756,101.28
99.122,-0.68198,10.61,97.723,101.25
99.122,-0.67411,10.615,97.689,101.21
99.122,-0.66624,10.62,97.654,101.17
99.122,-0.65837,10.625,97.619,101.13
99.122,-0.6505,10.629,97.583,101.09
99.122,-0.64263,10.634,97.545,101.05
99.122,-0.63476,10.639,97.507,101.01
99.122,-0.62689,10.644,97.469,100.97
99.122,-0.61901,10.649,97.429,100.93
99.122,-0.61114,10.653,97.388,100.89
99.122,-0.60327,10.658,97.346,100.85
99.122,-0.5954,10.663,97.303,100.81
99.122,-0.58753,10.667,97.259,100.77
99.122,-0.57966,10.672,97.214,100.73
99.122,-0.57179,10.677,97.169,100.69
99.122,-0.56392,10.681,97.121,100.65
99.122,-0.55605,10.686,97.073,100.61
99.122,-0.54818,10.69,97.024,100.57
99.122,-0.54031,10.695,96.973,100.53
99.122,-0.53243,10.699,96.922,100.48
99.122,-0.52456,10.704,96.869,100.44
99.122,-0.51669,10.708,96.814,100.4
99.122,-0.50882,10.713,96.759,100.36
99.122,-0.50095,10.717,96.702,100.32
99.122,-0.49308,10.721,96.644,100.28
99.122,-0.48521,10.726,96.584,100.24
99.122,-0.47734,10.73,96.523,100.2
99.122,-0.46947,10.734,96.46,100.16
99.122,-0.4616,10.739,96.396,100.12
99.122,-0.45373,10.743,96.331,100.08
99.122,-0.44586,10.747,96.264,100.04
99.122,-0.43798,10.751,96.195,100
99.122,-0.43011,10.756,96.124,99.961
99.122,-0.42224,10.76,96.052,99.923
99.122,-0.41437,10.764,95.978,99.884
99.122,-0.4065,10.768,95.903,99.847
99.122,-0.39863,10.772,95.825,99.809
99.122,-0.39076,10.776,95.746,99.772
99.122,-0.38289,10.78,95.665,99.736
99.122,-0.37502,10.784,95.582,99.701
99.122,-0.36715,10.788,95.497,99.666
99.122,-0.35928,10.792,95.41,99.631
99.122,-0.3514,10.796,95.32,99.598
99.122,-0.34353,10.8,95.229,99.565
99.122,-0.33566,10.804,95.136,99.533
99.122,-0.32779,10.808,95.04,99.502
99.122,-0.31992,10.812,94.942,99.473
99.122,-0.31205,10.816,94.841,99.444
99.122,-0.30418,10.819,94.739,99.416
99.122,-0.29631,10.823,94.633,99.389
99.122,-0.28844,10.827,94.526,99.363
99.122,-0.28057,10.831,94.415,99.339
99.122,-0.2727,10.834,94.302,99.316
99.122,-0.26482,10.838,94.186,99.294
99.122,-0.25695,10.842,94.068,99.274
99.122,-0.24908,10.846,93.947,99.255
99.122,-0.24121,10.849,93.823,99.237
99.122,-0.23334,10.853,93.695,99.221
99.122,-0.22547,10.856,93.565,99.206
99.122,-0.2176,10.86,93.432,99.192
99.122,-0.20973,10.863,93.295,99.18
99.122,-0.20186,10.867,93.156,99.17
99.122,-0.19399,10.871,93.013,99.16
99.122,-0.18612,10.874,92.866,99.152
99.122,-0.17824,10.877,92.716,99.145
99.122,-0.17037,10.881,92.562,99.14
99.122,-0.1625,10.884,92.405,99.135
99.122,-0.15463,10.888,92.244,99.131
99.122,-0.14676,10.891,92.079,99.128
99.122,-0.13889,10.894,91.91,99.126
99.122,-0.13102,10.898,91.738,99.125
99.122,-0.12315,10.901,91.561,99.124
99.122,-0.11528,10.904,91.379,99.123
99.122,-0.10741,10.907,91.194,99.123
99.122,-0.099535,10.911,91.004,99.122
99.122,-0.091665,10.914,90.81,99.122
99.122,-0.083794,10.917,90.61,99.122
99.122,-0.075923,10.92,90.407,99.122
99.122,-0.068052,10.923,90.198,99.122
99.122,-0.060181,10.926,89.984,99.122
99.243,-0.8394,10.556,98.371,102.1
99.243,-0.83153,10.561,98.35,102.07
99.243,-0.82366,10.566,98.328,102.03
99.243,-0.81579,10.571,98.306,102
99.243,-0.80792,10.576,98.283,101.96
99.243,-0.80005,10.581,98.26,101.93
99.243,-0.79217,10.587,98.236,101.89
99.243,-0.7843,10.592,98.212,101.86
99.243,-0.77643,10.597,98.187,101.82
99.243,-0.76856,10.602,98.162,101.79
99.243,-0.76069,10.607,98.136,101.75
99.243,-0.75282,10.612,98.109,101.71
99.243,-0.74495,10.617,98.081,101.68
99.243,-0.73708,10.622,98.053,101.64
99.243,-0.72921,10.626,98.025,101.6
99.243,-0.72134,10.631,97.995,101.57
99.243,-0.71347,10.636,97.965,101.53
99.243,-0.70559,10.641,97.934,101.49
99.243,-0.69772,10.646,97.903,101.45
99.243,-0.68985,10.651,97.871,101.41
99.243,-0.68198,10.655,97.837,101.38
99.243,-0.67411,10.66,97.804,101.34
99.243,-0.66624,10.665,97.769,101.3
99.243,-0.65837,10.67,97.733,101.26
99.243,-0.6505,10.674,97.697,101.22
99.243,-0.64263,10.679,97.66,101.18
99.243,-0.63476,10.684,97.621,101.14
99.243,-0.62689,10.688,97.582,101.1
99.243,-0.61901,10.693,97.542,101.06
99.243,-0.61114,10.697,97.501,101.02
99.243,-0.60327,10.702,97.459,100.98
99.243,-0.5954,10.707,97.417,100.94
99.243,-0.58753,10.711,97.373,100.9
99.243,-0.57966,10.715,97.327,100.86
99.243,-0.57179,10.72,97.281,100.82
99.243,-0.56392,10.724,97.234,100.78
99.243,-0.55605,10.729,97.186,100.73
99.243,-0.54818,10.733,97.136,100.69
99.243,-0.54031,10.738,97.086,100.65
99.243,-0.53243,10.742,97.034,100.61
99.243,-0.52456,10.746,96.98,100.57
99.243,-0.51669,10.75,96.926,100.53
99.243,-0.50882,10.755,96.87,100.49
99.243,-0.50095,10.759,96.813,100.45
99.243,-0.49308,10.763,96.755,100.41
99.243,-0.48521,10.767,96.695,100.37
99.243,-0.47734,10.772,96.634,100.32
99.243,-0.46947,10.776,96.571,100.28
99.243,-0.4616,10.78,96.507,100.24
99.243,-0.45373,10.784,96.441,100.2
99.243,-0.44586,10.788,96.373,100.16
99.243,-0.43798,10.792,96.304,100.12
99.243,-0.43011,10.796,96.234,100.09
99.243,-0.42224,10.8,96.162,100.05
99.243,-0.41437,10.804,96.087,100.01
99.243,-0.4065,10.808,96.012,99.97
99.243,-0.39863,10.812,95.934,99.933
99.243,-0.39076,10.816,95.854,99.896
99.243,-0.38289,10.82,95.773,99.859
99.243,-0.37502,10.824,95.69,99.823
99.243,-0.36715,10.828,95.604,99.788
99.243,-0.35928,10.831,95.517,99.754
99.243,-0.3514,10.835,95.428,99.72
99.243,-0.34353,10.839,95.336,99.688
99.243,-0.33566,10.843,95.242,99.656
99.243,-0.32779,10.847,95.146,99.625
99.243,-0.31992,10.85,95.048,99.595
99.243,-0.31205,10.854,94.947,99.566
99.243,-0.30418,10.858,94.844,99.538
99.243,-0.29631,10.861,94.738,99.511
99.243,-0.28844,10.865,94.63,99.485
99.243,-0.28057,10.868,94.52,99.461
99.243,-0.2727,10.872,94.406,99.438
99.243,-0.26482,10.876,94.29,99.416
99.243,-0.25695,10.879,94.171,99.395
99.243,-0.24908,10.883,94.05,99.376
99.243,-0.24121,10.886,93.925,99.358
99.243,-0.23334,10.89,93.798,99.342
99.243,-0.22547,10.893,93.667,99.327
99.243,-0.2176,10.896,93.534,99.313
99.243,-0.20973,10.9,93.397,99.301
99.243,-0.20186,10.903,93.257,99.291
99.243,-0.19399,10.907,93.113,99.281
99.243,-0.18612,10.91,92.966,99.273
99.243,-0.17824,10.913,92.816,99.266
99.243,-0.17037,10.916,92.662,99.26
99.243,-0.1625,10.92,92.504,99.256
99.243,-0.15463,10.923,92.343,99.252
99.243,-0.14676,10.926,92.177,99.249
99.243,-0.13889,10.929,92.008,99.247
99.243,-0.13102,10.933,91.835,99.246
99.243,-0.12315,10.936,91.657,99.244
99.243,-0.11528,10.939,91.476,99.244
99.243,-0.10741,10.942,91.29,99.243
99.243,-0.099535,10.945,91.099,99.243
99.243,-0.091665,10.948,90.904,99.243
99.243,-0.083794,10.951,90.705,99.243
99.243,-0.075923,10.954,90.5,99.243
99.243,-0.068052,10.957,90.291,99.243
99.243,-0.060181,10.96,90.077,99.243
99.364,-0.8394,10.604,98.487,102.23
99.364,-0.83153,10.609,98.466,102.2
99.364,-0.82366,10.614,98.445,102.17
99.364,-0.81579,10.619,98.422,102.13
99.364,-0.80792,10.624,98.4,102.1
99.364,-0.80005,10.629,98.376,102.06
99.364,-0.79217,10.634,98.353,102.03
99.364,-0.7843,10.639,98.328,101.99
99.364,-0.77643,10.644,98.303,101.95
99.364,-0.76856,10.649,98.278,101.92
99.364,-0.76069,10.654,98.251,101.88
99.364,-0.75282,10.658,98.225,101.85
99.364,-0.74495,10.663,98.197,101.81
99.364,-0.73708,10.668,98.169,101.77
99.364,-0.72921,10.673,98.14,101.73
99.364,-0.72134,10.677,98.111,101.7
99.364,-0.71347,10.682,98.08,101.66
99.364,-0.70559,10.687,98.05,101.62
99.364,-0.69772,10.692,98.018,101.58
99.364,-0.68985,10.696,97.985,101.54
99.364,-0.68198,10.701,97.952,101.51
99.364,-0.67411,10.705,97.918,101.47
99.364,-0.66624,10.71,97.883,101.43
99.364,-0.65837,10.715,97.848,101.39
99.364,-0.6505,10.719,97.811,101.35
99.364,-0.64263,10.724,97.774,101.31
99.364,-0.63476,10.728,97.736,101.27
99.364,-0.62689,10.733,97.696,101.23
99.364,-0.61901,10.737,97.656,101.19
99.364,-0.61114,10.741,97.615,101.15
99.364,-0.60327,10.746,97.573,101.11
99.364,-0.5954,10.75,97.53,101.07
99.364,-0.58753,10.755,97.486,101.03
99.364,-0.57966,10.759,97.441,100.98
99.364,-0.57179,10.763,97.394,100.94
99.364,-0.56392,10.767,97.347,100.9
99.364,-0.55605,10.772,97.298,100.86
99.364,-0.54818,10.776,97.249,100.82
99.364,-0.54031,10.78,97.198,100.78
99.364,-0.53243,10.784,97.146,100.74
99.364,-0.52456,10.788,97.092,100.7
99.364,-0.51669,10.793,97.038,100.65
99.364,-0.50882,10.797,96.982,100.61
99.364,-0.50095,10.801,96.925,100.57
99.364,-0.49308,10.805,96.866,100.53
99.364,-0.48521,10.809,96.806,100.49
99.364,-0.47734,10.813,96.744,100.45
99.364,-0.46947,10.817,96.681,100.41
99.364,-0.4616,10.821,96.617,100.37
99.364,-0.45373,10.825,96.551,100.33
99.364,-0.44586,10.829,96.483,100.29
99.364,-0.43798,10.833,96.414,100.25
99.364,-0.43011,10.837,96.343,100.21
99.364,-0.42224,10.84,96.271,100.17
99.364,-0.41437,10.844,96.197,100.13
99.364,-0.4065,10.848,96.12,100.09
99.364,-0.39863,10.852,96.043,100.06
99.364,-0.39076,10.856,95.963,100.02
99.364,-0.38289,10.859,95.881,99.982
99.364,-0.37502,10.863,95.798,99.946
99.364,-0.36715,10.867,95.712,99.911
99.364,-0.35928,10.871,95.624,99.877
99.364,-0.3514,10.874,95.535,99.843
99.364,-0.34353,10.878,95.443,99.81
99.364,-0.33566,10.881,95.349,99.778
99.364,-0.32779,10.885,95.252,99.747
99.364,-0.31992,10.889,95.154,99.717
99.364,-0.31205,10.892,95.053,99.687
99.364,-0.30418,10.896,94.949,99.659
99.364,-0.29631,10.899,94.843,99.633
99.364,-0.28844,10.903,94.735,99.607
99.364,-0.28057,10.906,94.624,99.582
99.364,-0.2727,10.909,94.51,99.559
99.364,-0.26482,10.913,94.394,99.537
99.364,-0.25695,10.916,94.275,99.516
99.364,-0.24908,10.92,94.153,99.497
99.364,-0.24121,10.923,94.028,99.479
99.364,-0.23334,10.926,93.9,99.463
99.364,-0.22547,10.93,93.769,99.448
99.364,-0.2176,10.933,93.635,99.434
99.364,-0.20973,10.936,93.498,99.422
99.364,-0.20186,10.939,93.358,99.411
99.364,-0.19399,10.942,93.214,99.402
99.364,-0.18612,10.946,93.066,99.394
99.364,-0.17824,10.949,92.916,99.387
99.364,-0.17037,10.952,92.761,99.381
99.364,-0.1625,10.955,92.603,99.377
99.364,-0.15463,10.958,92.441,99.373
99.364,-0.14676,10.961,92.276,99.37
99.364,-0.13889,10.964,92.106,99.368
99.364,-0.13102,10.967,91.932,99.366
99.364,-0.12315,10.97,91.754,99.365
99.364,-0.11528,10.973,91.572,99.365
99.364,-0.10741,10.976,91.386,99.364
99.364,-0.099535,10.979,91.195,99.364
99.364,-0.091665,10.982,90.999,99.364
99.364,-0.083794,10.985,90.799,99.364
99.364,-0.075923,10.988,90.594,99.364
99.364,-0.068052,10.99,90.385,99.364
99.364,-0.060181,10.993,90.17,99.364
99.485,-0.8394,10.652,98.604,102.37
99.485,-0.83153,10.657,98.583,102.33
99.485,-0.82366,10.662,98.561,102.3
99.485,-0.81579,10.667,98.539,102.26
99.485,-0.80792,10.672,98.516,102.23
99.485,-0.80005,10.676,98.493,102.19
99.485,-0.79217,10.681,98.469,102.16
99.485,-0.7843,10.686,98.444,102.12
99.485,-0.77643,10.691,98.419,102.09
99.485,-0.76856,10.696,98.394,102.05
99.485,-0.76069,10.7,98.367,102.01
99.485,-0.75282,10.705,98.34,101.98
99.485,-0.74495,10.71,98.313,101.94
99.485,-0.73708,10.714,98.285,101.9
99.485,-0.72921,10.719,98.256,101.87
99.485,-0.72134,10.723,98.226,101.83
99.485,-0.71347,10.728,98.196,101.79
99.485,-0.70559,10.732,98.165,101.75
99.485,-0.69772,10.737,98.133,101.71
99.485,-0.68985,10.742,98.1,101.67
99.485,-0.68198,10.746,98.067,101.64
99.485,-0.67411,10.75,98.033,101.6
99.485,-0.66624,10.755,97.998,101.56
99.485,-0.65837,10.759,97.962,101.52
99.485,-0.6505,10.764,97.926,101.48
99.485,-0.64263,10.768,97.888,101.44
99.485,-0.63476,10.772,97.85,101.4
99.485,-0.62689,10.777,97.81,101.36
99.485,-0.61901,10.781,97.77,101.32
99.485,-0.61114,10.785,97.729,101.28
99.485,-0.60327,10.789,97.687,101.24
99.485,-0.5954,10.794,97.643,101.19
99.485,-0.58753,10.798,97.599,101.15
99.485,-0.57966,10.802,97.554,101.11
99.485,-0.57179,10.806,97.507,101.07
99.485,-0.56392,10.81,97.46,101.03
99.485,-0.55605,10.814,97.411,100.99
99.485,-0.54818,10.818,97.361,100.95
99.485,-0.54031,10.823,97.31,100.91
99.485,-0.53243,10.827,97.258,100.86
99.485,-0.52456,10.831,97.204,100.82
99.485,-0.51669,10.835,97.15,100.78
99.485,-0.50882,10.839,97.093,100.74
99.485,-0.50095,10.842,97.036,100.7
99.485,-0.49308,10.846,96.977,100.66
99.485,-0.48521,10.85,96.917,100.62
99.485,-0.47734,10.854,96.855,100.57
99.485,-0.46947,10.858,96.792,100.53
99.485,-0.4616,10.862,96.727,100.49
99.485,-0.45373,10.866,96.661,100.45
99.485,-0.44586,10.869,96.593,100.41
99.485,-0.43798,10.873,96.524,100.37
99.485,-0.43011,10.877,96.453,100.33
99.485,-0.42224,10.881,96.38,100.29
99.485,-0.41437,10.884,96.306,100.26
99.485,-0.4065,10.888,96.229,100.22
99.485,-0.39863,10.892,96.151,100.18
99.485,-0.39076,10.895,96.071,100.14
99.485,-0.38289,10.899,95.989,100.11
99.485,-0.37502,10.902,95.906,100.07
99.485,-0.36715,10.906,95.82,100.03
99.485,-0.35928,10.909,95.732,99.999
99.485,-0.3514,10.913,95.642,99.965
99.485,-0.34353,10.916,95.55,99.932
99.485,-0.33566,10.92,95.455,99.9
99.485,-0.32779,10.923,95.359,99.869
99.485,-0.31992,10.927,95.26,99.839
99.485,-0.31205,10.93,95.158,99.809
99.485,-0.30418,10.933,95.055,99.781
99.485,-0.29631,10.937,94.949,99.754
99.485,-0.28844,10.94,94.84,99.728
99.485,-0.28057,10.943,94.729,99.704
99.485,-0.2727,10.947,94.615,99.68
99.485,-0.26482,10.95,94.498,99.658
99.485,-0.25695,10.953,94.379,99.638
99.485,-0.24908,10.956,94.256,99.618
99.485,-0.24121,10.96,94.131,99.601
99.485,-0.23334,10.963,94.003,99.584
99.485,-0.22547,10.966,93.872,99.569
99.485,-0.2176,10.969,93.737,99.555
99.485,-0.20973,10.972,93.6,99.543
99.485,-0.20186,10.975,93.459,99.532
99.485,-0.19399,10.978,93.314,99.523
99.485,-0.18612,10.981,93.167,99.515
99.485,-0.17824,10.984,93.016,99.508
99.485,-0.17037,10.987,92.861,99.502
99.485,-0.1625,10.99,92.702,99.497
99.485,-0.15463,10.993,92.54,99.494
99.485,-0.14676,10.996,92.374,99.491
99.485,-0.13889,10.999,92.204,99.489
99.485,-0.13102,11.002,92.03,99.487
99.485,-0.12315,11.004,91.851,99.486
99.485,-0.11528,11.007,91.669,99.485
99.485,-0.10741,11.01,91.482,99.485
99.485,-0.099535,11.013,91.29,99.485
99.485,-0.091665,11.016,91.095,99.485
99.485,-0.083794,11.018,90.894,99.485
99.485,-0.075923,11.021,90.689,99.485
99.485,-0.068052,11.024,90.478,99.485
99.485,-0.060181,11.026,90.263,99.485
99.605,-0.8394,10.7,98.721,102.5
99.605,-0.83153,10.705,98.7,102.47
99.605,-0.82366,10.71,98.678,102.43
99.605,-0.81579,10.714,98.656,102.4
99.605,-0.80792,10.719,98.633,102.36
99.605,-0.80005,10.724,98.609,102.33
99.605,-0.79217,10.728,98.585,102.29
99.605,-0.7843,10.733,98.561,102.25
99.605,-0.77643,10.738,98.535,102.22
99.605,-0.76856,10.742,98.51,102.18
99.605,-0.76069,10.747,98.483,102.15
99.605,-0.75282,10.751,98.456,102.11
99.605,-0.74495,10.756,98.429,102.07
99.605,-0.73708,10.76,98.4,102.03
99.605,-0.72921,10.765,98.371,102
99.605,-0.72134,10.769,98.342,101.96
99.605,-0.71347,10.774,98.311,101.92
99.605,-0.70559,10.778,98.28,101.88
99.605,-0.69772,10.782,98.248,101.84
99.605,-0.68985,10.787,98.215,101.8
99.605,-0.68198,10.791,98.182,101.76
99.605,-0.67411,10.795,98.148,101.73
99.605,-0.66624,10.8,98.113,101.69
99.605,-0.65837,10.804,98.077,101.65
99.605,-0.6505,10.808,98.04,101.61
99.605,-0.64263,10.812,98.002,101.57
99.605,-0.63476,10.816,97.964,101.53
99.605,-0.62689,10.821,97.924,101.49
99.605,-0.61901,10.825,97.884,101.44
99.605,-0.61114,10.829,97.842,101.4
99.605,-0.60327,10.833,97.8,101.36
99.605,-0.5954,10.837,97.757,101.32
99.605,-0.58753,10.841,97.712,101.28
99.605,-0.57966,10.845,97.667,101.24
99.605,-0.57179,10.849,97.62,101.2
99.605,-0.56392,10.853,97.572,101.16
99.605,-0.55605,10.857,97.524,101.11
99.605,-0.54818,10.861,97.474,101.07
99.605,-0.54031,10.865,97.422,101.03
99.605,-0.53243,10.869,97.37,100.99
99.605,-0.52456,10.872,97.316,100.95
99.605,-0.51669,10.876,97.261,100.91
99.605,-0.50882,10.88,97.205,100.86
99.605,-0.50095,10.884,97.147,100.82
99.605,-0.49308,10.888,97.088,100.78
99.605,-0.48521,10.891,97.028,100.74
99.605,-0.47734,10.895,96.966,100.7
99.605,-0.46947,10.899,96.903,100.66
99.605,-0.4616,10.902,96.838,100.62
99.605,-0.45373,10.906,96.771,100.58
99.605,-0.44586,10.91,96.703,100.54
99.605,-0.43798,10.913,96.634,100.5
99.605,-0.43011,10.917,96.563,100.46
99.605,-0.42224,10.921,96.49,100.42
99.605,-0.41437,10.924,96.415,100.38
99.605,-0.4065,10.928,96.338,100.34
99.605,-0.39863,10.931,96.26,100.3
99.605,-0.39076,10.935,96.18,100.27
99.605,-0.38289,10.938,96.098,100.23
99.605,-0.37502,10.941,96.014,100.19
99.605,-0.36715,10.945,95.927,100.16
99.605,-0.35928,10.948,95.839,100.12
99.605,-0.3514,10.951,95.749,100.09
99.605,-0.34353,10.955,95.657,100.05
99.605,-0.33566,10.958,95.562,100.02
99.605,-0.32779,10.961,95.465,99.991
99.605,-0.31992,10.965,95.366,99.961
99.605,-0.31205,10.968,95.264,99.931
99.605,-0.30418,10.971,95.16,99.903
99.605,-0.29631,10.974,95.054,99.876
99.605,-0.28844,10.977,94.945,99.85
99.605,-0.28057,10.981,94.833,99.825
99.605,-0.2727,10.984,94.719,99.802
99.605,-0.26482,10.987,94.602,99.78
99.605,-0.25695,10.99,94.482,99.759
99.605,-0.24908,10.993,94.36,99.74
99.605,-0.24121,10.996,94.234,99.722
99.605,-0.23334,10.999,94.105,99.705
99.605,-0.22547,11.002,93.974,99.69
99.605,-0.2176,11.005,93.839,99.677
99.605,-0.20973,11.008,93.701,99.664
99.605,-0.20186,11.011,93.56,99.653
99.605,-0.19399,11.014,93.415,99.644
99.605,-0.18612,11.017,93.267,99.636
99.605,-0.17824,11.019,93.116,99.629
99.605,-0.17037,11.022,92.96,99.623
99.605,-0.1625,11.025,92.802,99.618
99.605,-0.15463,11.028,92.639,99.615
99.605,-0.14676,11.03,92.472,99.612
99.605,-0.13889,11.033,92.302,99.61
99.605,-0.13102,11.036,92.127,99.608
99.605,-0.12315,11.039,91.948,99.607
99.605,-0.11528,11.041,91.765,99.606
99.605,-0.10741,11.044,91.578,99.606
99.605,-0.099535,11.047,91.386,99.606
99.605,-0.091665,11.049,91.19,99.605
99.605,-0.083794,11.052,90.989,99.605
99.605,-0.075923,11.054,90.783,99.605
99.605,-0.068052,11.057,90.572,99.605
99.605,-0.060181,11.059,90.356,99.605
99.726,-0.8394,10.748,98.838,102.63
99.726,-0.83153,10.753,98.817,102.6
99.726,-0.82366,10.757,98.795,102.57
99.726,-0.81579,10.762,98.772,102.53
99.726,-0.80792,10.766,98.749,102.49
99.726,-0.80005,10.771,98.726,102.46
99.726,-0.79217,10.775,98.702,102.42
99.726,-0.7843,10.78,98.677,102.39
99.726,-0.77643,10.784,98.652,102.35
99.726,-0.76856,10.789,98.626,102.31
99.726,-0.76069,10.793,98.599,102.28
99.726,-0.75282,10.797,98.572,102.24
99.726,-0.74495,10.802,98.544,102.2
99.726,-0.73708,10.806,98.516,102.17
99.726,-0.72921,10.81,98.487,102.13
99.726,-0.72134,10.815,98.457,102.09
99.726,-0.71347,10.819,98.426,102.05
99.726,-0.70559,10.823,98.395,102.01
99.726,-0.69772,10.827,98.363,101.97
99.726,-0.68985,10.832,98.33,101.93
99.726,-0.68198,10.836,98.297,101.89
99.726,-0.67411,10.84,98.262,101.86
99.726,-0.66624,10.844,98.227,101.82
99.726,-0.65837,10.848,98.191,101.78
99.726,-0.6505,10.852,98.154,101.74
99.726,-0.64263,10.856,98.117,101.69
99.726,-0.63476,10.86,98.078,101.65
99.726,-0.62689,10.864,98.038,101.61
99.726,-0.61901,10.868,97.998,101.57
99.726,-0.61114,10.872,97.956,101.53
