mu,sigma,xi
104.2282658,12.55622068,-1.129180308
109.5267497,13.44211103,-1.428881726
111.7039275,17.06774379,-3.52712921
106.3285642,14.04464865,-1.311811178
108.0542177,15.67915371,-1.876335568
106.9515212,13.63723455,-1.431973173
105.5437163,12.62195237,-2.203757639
104.2125274,10.97567256,-2.100220698
108.4688269,15.06747232,-3.589299119
104.311161,12.37623142,-1.560075058
107.8629847,13.90184861,-1.243550098
110.2074833,15.40771858,-1.697004847
110.6387814,14.28561881,-1.54891513
106.9782297,13.17860171,-3.132028754
106.8152752,14.27520842,-1.491225512
106.3990838,12.7109265,-1.049472259
106.1438284,12.99394358,-1.049235592
107.7468213,1.850451115,-7.284585419
111.0707462,13.80080937,-1.572285982
108.2133596,15.93806435,-1.976238977
110.4681877,18.13706967,-1.722030085
106.70711,12.8361643,-1.120623124
107.611304,12.71426168,-2.915523157
107.4375472,13.36665465,-1.173461173
109.2115257,14.89231344,-1.429634482
107.32033,12.75498444,-1.123781382
113.3581485,0.560675004,-1.048063208
104.6833934,12.39101574,-2.095829574
107.3805366,13.96103138,-1.536859501
104.6748065,12.84301998,-1.159443039
107.644624,13.62612147,-1.418309833
104.4621709,14.06473482,-1.256719296
103.8210073,12.27403096,-1.076508309
113.5663102,16.78765693,-2.137010101
105.7585169,13.16469607,-1.479262095
103.5705937,12.57775672,-1.053125206
106.3114685,13.90313398,-1.157844002
104.0040946,12.84355043,-2.247772287
107.6162985,12.50552659,-4.74751335
105.3699983,12.71541088,-1.775914153
107.256065,13.57095432,-1.171464046
108.3352863,15.52689864,-1.739910955
104.4473045,12.13088653,-1.232916118
109.0094579,14.16006373,-1.71502402
104.6568888,13.13842341,-1.205208809
104.7147036,12.47276349,-1.315678554
106.9961167,13.96993204,-1.217683459
109.8070364,16.59379643,-1.986192969
113.3572687,15.21197027,-2.605559763
107.2039954,13.21069041,-1.144478528
107.2002582,13.36175413,-1.196226642
113.1936506,15.20663004,-2.015692764
106.1533231,12.57429245,-1.022632691
107.2829321,14.22778879,-1.258068844
106.6336022,13.84149354,-1.32855981
105.788018,12.65236737,-4.340352889
105.2513246,12.56708032,-0.994475594
105.4648858,12.94599407,-1.034037809
110.2332055,17.46544412,-1.723489438
106.2855887,12.98609227,-1.058630573
104.690192,13.15014109,-2.228671062
105.7375932,14.24311621,-3.196025228
105.3942851,12.7206671,-2.583165683
106.880397,11.96590351,-2.206282616
107.3072986,12.64841209,-1.458377791
104.3034149,12.05554603,-1.151253027
110.7059229,15.76237072,-3.799951043
104.1988229,12.29801419,-1.918726263
107.0797911,14.80592998,-4.056435766
108.9011859,13.9816711,-1.344671561
103.8114677,11.65326075,-1.032071165
106.3410464,13.05191927,-1.067462336
106.7329385,12.12940181,-2.567574335
105.3264954,13.49575567,-1.346317878
109.2834401,16.45928312,-1.641506022
105.429424,12.66437214,-2.317151752
108.0559974,13.56155972,-1.239220198
106.0882721,13.47926937,-2.987692596
108.9488082,16.32442584,-4.99442204
104.8739344,13.00715227,-0.997497414
107.1407964,12.78927257,-1.592447908
105.5898138,13.28541013,-1.432867866
114.2935373,17.79935345,-2.201368728
104.1697463,11.93987777,-2.064581241
103.8387096,12.03681946,-1.911633024
105.8175262,13.59206815,-1.063424108
106.2488043,13.35176175,-2.48247015
106.5227757,13.91054202,-1.436892241
105.613456,12.92533522,-1.00731752
108.7314066,13.2311003,-3.198401321
106.1383495,12.19508157,-2.409867858
111.8783906,15.9154297,-2.606379747
105.2469563,12.87202014,-2.998263054
105.8333705,12.71656151,-1.09414592
104.5658389,13.3614646,-1.26394582
107.1221507,11.74992111,-1.038420489
112.2230807,5.765798496,-2.523809836
111.1232442,15.6345195,-1.742077394
106.8552576,13.21925584,-1.116623956
108.7877466,9.778543815,-2.28545461
104.8160989,12.35550878,-2.30504656
105.1756406,13.37934598,-1.041455793
105.7736369,13.95892124,-1.083189725
105.6295528,12.94061788,-1.282450901
105.6008239,12.02064527,-2.190352947
105.3858447,12.68194736,-2.307704446
103.7622074,11.20484736,-1.771366173
107.7849495,12.90806998,-2.903442754
107.3397268,14.38557465,-1.557310604
114.558749,18.66773897,-2.346351064
106.8883023,13.00783092,-1.105624252
107.2734484,14.61426263,-2.19776094
107.2419188,12.39182951,-2.881988998
106.8306553,14.12845772,-1.213505672
113.0349613,15.84175935,-1.941569993
104.5296995,12.61100948,-2.266773702
105.7199766,12.44946683,-1.226975564
106.7905098,13.05756323,-1.142083374
106.3686774,11.82140796,-2.53184272
104.4458529,12.82780773,-1.165825752
105.8085148,13.07259438,-1.36930504
106.227983,13.73124119,-1.102064919
104.0028562,11.94764181,-1.068276186
104.7679056,13.50489158,-1.248825827
101.8002187,11.23751399,-1.181238433
105.7935321,14.23740413,-1.392125542
105.7884811,12.41765586,-1.273685524
105.7302944,12.91576924,-1.185367851
114.9593302,18.8779264,-2.52506627
110.7483684,8.442274364,-4.76822377
106.4885301,13.80939613,-1.165763909
107.9817928,14.34502419,-1.632633337
104.70478,12.59299475,-1.144828835
113.7135147,15.22024455,-2.101332189
107.3532725,12.58126203,-1.157656265
103.8730133,12.06635916,-1.114297645
103.4228231,11.81779755,-0.989883367
105.4123497,12.06450856,-1.90797003
114.0942712,16.53824452,-2.519561447
104.3008271,11.38308787,-2.689208521
100.357477,10.37311411,-1.084303574
104.8556792,13.16611667,-2.342205225
105.4240496,12.75821621,-1.220270477
114.0626356,18.1968933,-3.114876589
105.9890613,12.092322,-3.839329895
106.6723599,11.86374692,-2.544891875
106.0817319,13.51790663,-1.11601186
109.4087442,12.89617482,-4.499315357
105.7152116,13.65423279,-1.396596327
107.4404235,13.06256848,-1.871181886
106.3205732,14.5494301,-1.465294342
110.531499,17.24950259,-1.748631228
104.6116855,12.53809022,-2.855975463
106.7794526,13.31809776,-1.440499313
104.6487973,12.46842194,-1.066447853
108.3465329,14.79645798,-1.662894804
103.7524225,12.18602624,-1.171401739
106.3945373,14.14832867,-1.324733407
109.9142435,14.78734139,-1.496312309
103.6918523,12.63580501,-1.529389591
104.6670185,12.96192359,-1.19447351
108.2730975,15.58997191,-3.420059369
110.0540399,15.05250102,-1.583828519
101.5387541,11.11584022,-1.504552876
111.2361228,14.88024939,-1.719993143
107.9577268,12.69456237,-1.17369723
107.694903,12.78549167,-5.723053501
106.4310318,14.05364878,-1.43580477
101.1273129,11.06065506,-1.541541326
104.1656732,13.2190673,-2.211908005
106.1519549,14.26284581,-1.1669218
107.9540121,15.27013097,-1.692841009
108.7726407,13.1805033,-1.331828601
105.7676813,12.04583686,-2.742743226
109.3746891,15.53667385,-2.657330286
108.6740756,10.00791489,-3.822860331
103.9089919,11.55565168,-2.063280127
105.8566408,12.79568634,-1.613572502
106.1517005,13.07156569,-1.23351538
108.0908328,12.01584294,-6.151126391
106.9902368,13.44734606,-1.184262413
104.458454,13.77584514,-1.201085272
107.9672503,16.19484496,-1.384666894
108.0562681,13.97421139,-2.276899863
105.6557743,13.02771879,-5.087375467
101.6259077,11.10617082,-1.153972407
105.6693657,12.83124068,-2.86068316
106.2382818,13.64806258,-1.096941631
110.5761049,15.97603972,-1.69280991
109.1263602,13.9121957,-2.006728552
106.6389313,14.2878455,-1.811925516
107.1940282,13.47819877,-1.203057053
103.9134372,13.13819909,-1.914615699
106.8258185,14.30338033,-1.701603314
103.7115408,11.1411581,-1.872122878
104.275936,13.36931176,-3.049983746
106.2303293,13.11270163,-3.342675311
106.6530861,13.84493191,-1.180787813
108.1657553,13.13619527,-1.332330496
107.2384783,14.13039655,-1.530700605
106.3155908,13.89806207,-1.157745664
105.7965927,13.1033801,-2.356924738
104.0092322,12.44584785,-1.01733194
103.1498724,11.95214029,-1.382146267
104.4869222,13.41223393,-2.104110655
108.6379397,15.6062578,-1.782878587
105.4802134,12.63679292,-1.144639361
108.5241265,11.61244693,-1.196819435
107.1966149,15.20016699,-2.956616817
105.008634,12.51517686,-1.166049056
105.7705183,13.77963559,-1.244590214
111.0857408,16.14961683,-1.764283134
109.4876475,12.93856385,-6.339299991
106.7217558,12.19360306,-2.827100313
108.5334606,16.13463686,-2.032440924
105.5378137,13.52561847,-1.076608337
102.7922601,12.09181393,-1.029649924
106.1102698,14.21178557,-1.411810965
105.2830729,13.38414552,-1.288919543
104.6616892,13.27686073,-1.000280901
103.3164233,11.90599139,-1.011980541
107.882957,13.36263139,-1.257225154
104.6506364,12.07658306,-3.215781082
112.7792999,18.51927251,-7.659631514
104.2937958,12.63627863,-1.113875111
114.7351122,18.22264058,-2.282319919
105.4384474,12.78944983,-3.958120438
111.9920286,15.69389304,-1.86148915
108.0828795,12.79594634,-1.775143745
111.7055941,18.59639236,-2.166203566
108.7963551,12.82436955,-2.724969647
109.8700819,16.66180567,-1.645695202
106.6978829,14.34808848,-1.17470208
106.5987036,13.91332765,-1.329709256
108.1422666,15.64204912,-1.735489067
107.9646211,13.4268364,-1.269048704
109.6567289,14.58200954,-1.585847935
103.3288983,12.22697331,-4.27194457
105.5730624,13.43896376,-1.615717086
103.1709144,12.05262537,-0.988526887
109.3142253,8.413068396,-1.37879967
109.5862777,15.49574515,-1.501213208
106.3611567,14.58400985,-2.203631807
104.4872494,12.72791935,-1.606932681
111.0696925,13.36460647,-1.993566723
108.272648,14.61147673,-4.604694774
107.3320487,11.26112223,-4.67136467
106.4666232,14.04608177,-1.325071843
103.9767358,11.1980032,-1.887023119
106.8130692,12.75031713,-2.674498532
111.2159387,13.82590809,-7.255226359
113.0070242,17.55995238,-2.078332518
105.3709168,11.02839191,-1.020626852
106.2311457,13.50096321,-1.126216521
106.7492112,13.78399072,-1.465883197
104.9316213,12.7576134,-0.984731528
106.2079134,13.15087909,-1.322144503
111.4188483,7.264448964,-1.068803502
105.5941553,13.99558016,-1.842223129
99.03880545,9.960343253,-1.078446759
105.0956883,13.04575109,-1.413315973
106.1286145,12.28881791,-1.83303184
105.4026349,13.9258868,-3.30743818
104.9277915,13.59458551,-1.258559995
105.8905164,12.57605514,-1.003724106
103.4655901,11.81540771,-1.820814643
104.7945206,12.18824279,-2.109095337
105.8463491,13.65099787,-1.106252874
104.7786503,12.1782889,-2.407668405
111.1464125,13.56796892,-2.186929907
108.4423455,14.84087674,-1.401126417
109.4783313,13.7117543,-1.440766426
110.691824,13.71458074,-1.520803298
105.8551662,13.45593266,-2.591169698
104.51379,12.03882362,-1.564870552
106.9521521,14.49244819,-1.24573872
110.964596,15.95719972,-3.057740286
106.3932081,14.14335865,-1.403955829
108.8290658,15.20095538,-1.788288234
98.06642888,9.521115369,-1.030493223
106.2194041,13.86263775,-2.601937227
108.2129247,15.14326776,-1.39605992
104.8581494,12.35511225,-1.826691241
108.8784671,14.31709089,-1.413531271
104.6874291,12.15516165,-1.597885201
110.8058315,15.23409002,-1.682831075
103.6514512,11.80605266,-1.853662392
106.917196,12.98078251,-5.741438228
106.5970669,14.38624038,-1.473344516
108.0825975,15.6499729,-1.714769766
105.8299394,12.35219982,-2.402897742
113.5649215,4.186746283,-1.061829755
111.7342028,15.8980672,-2.28987149
106.4391139,12.59597057,-2.741633511
104.6369039,12.48229707,-1.159080015
108.1482479,12.67876533,-1.778587414
107.0509732,12.27581328,-4.283673225
103.8753164,11.85279544,-3.307364463
107.8866553,12.91345429,-1.228236416
104.8145097,12.27546368,-1.312368484
107.9044901,16.30966594,-1.738665596
105.6847859,11.30180999,-2.261884476
107.0622515,13.67608253,-1.446465962
108.9047642,17.10277768,-1.746617006
104.8225974,11.72334189,-3.754657868
102.4649305,11.8665722,-1.658287826
106.9322529,14.14326256,-2.300207697
106.9194022,13.94814289,-1.16783594
103.236973,12.25770866,-1.007463404
104.0320387,13.08659683,-1.148407594
112.1957832,16.84710794,-2.721377946
104.6570165,12.47850672,-1.066875575
106.8711003,13.90313919,-1.161167557
113.2101539,16.72762222,-2.695051326
107.5442249,12.45298613,-1.329901215
106.9575118,14.37667887,-1.239264925
113.2848592,17.37737154,-2.618620772
108.077424,13.68719652,-1.470418925
109.5265111,14.13918175,-1.471603957
108.8713775,13.01335851,-3.640686305
108.0588613,15.61175093,-1.939816698
103.8945376,12.25497608,-1.925210908
110.6513784,14.30658782,-1.612873014
102.998233,12.50276339,-1.02957272
107.6796237,14.0589519,-1.282900042
108.3575716,13.01745585,-1.23113169
108.5307694,12.22213759,-1.241900485
105.698624,12.35307349,-3.259609171
107.275611,13.64202119,-1.505149887
105.4564241,12.60438176,-1.783201682
103.452972,12.03893616,-1.83257715
103.8543032,13.27302016,-1.254203882
105.6442066,12.43201471,-2.359591543
104.7856135,12.43472845,-1.450961873
105.3647727,12.33375222,-0.986391133
105.6900528,13.06647784,-1.296754015
107.2784009,12.9888887,-1.178913172
105.634429,12.83606152,-1.98054642
108.7867284,14.8234474,-1.433891064
107.8450358,13.40283135,-1.25752773
107.0146873,12.89870946,-1.391238394
104.302022,12.11235129,-2.004322015
110.3045656,13.494623,-1.522182113
108.2317907,13.27983195,-1.852128937
113.0080523,7.106289661,-1.806032275
105.5693253,12.42283513,-3.118404077
106.0489321,13.070371,-2.477954233
104.9404148,12.36401112,-3.893385723
109.5696383,14.588596,-1.503424988
113.5640004,17.53661529,-2.777235147
110.4268266,13.68851939,-1.775035033
106.0642164,13.00516934,-1.221176375
107.4080343,11.90162751,-1.072383977
106.3489566,12.36432786,-1.060684782
106.7680404,14.19797215,-1.480842716
104.8891335,12.79601983,-1.203112289
106.6152545,14.25720258,-3.06410495
107.581278,14.5420007,-1.46674134
108.7869777,13.81362831,-1.971527161
108.7592146,14.6533775,-1.488167374
105.4779883,12.70243239,-1.251882527
116.8760198,0.430256001,-1.071684974
108.1923802,12.89015019,-1.20757415
107.0419201,13.62550365,-1.199977978
106.6223987,13.00237239,-1.124964176
105.5035277,13.34375376,-1.266072038
104.5107929,13.1455585,-1.202252918
108.9813743,11.69877835,-3.20921204
110.2404795,15.50826633,-2.099285369
105.0246649,12.33856253,-3.797166776
109.7816128,14.69375608,-1.477178176
106.5356978,12.34994726,-1.126607461
106.3492476,11.75267904,-2.93494669
106.5705724,12.05086248,-4.163589059
108.2918994,13.39565316,-1.249719258
107.4832876,13.57377568,-2.388669419
106.8346447,14.16167087,-1.215327263
103.7878472,12.07150619,-2.064660994
105.2279205,12.58850862,-4.531354094
105.4423412,12.48223834,-3.434294228
105.9912063,13.21042474,-1.09032378
105.43802,13.54100326,-1.034425681
104.9731919,12.67657175,-2.584716345
107.1504277,11.45325381,-1.019387042
100.788332,10.61165919,-1.038160968
114.3276646,15.76633865,-2.22747216
105.0773352,12.17742235,-1.148448358
106.9694362,12.57577136,-4.613076636
109.6726268,16.36271765,-1.609336333
103.4753657,12.88253927,-1.517888469
104.6368161,11.4824317,-2.226019316
105.7536268,13.03286346,-1.814490639
104.3032867,12.62402356,-1.956061019
103.6412754,11.63750092,-2.550705482
108.9207361,15.97020577,-1.91669391
104.3622777,12.41495332,-1.605766297
105.9136736,12.15480781,-1.429901772
105.2416787,14.09787054,-1.089434308
105.2007473,13.55691351,-1.759022349
105.3361929,12.95374819,-1.225357518
113.5565262,18.23906498,-3.278055384
106.0218704,12.74888967,-4.280418652
106.1668412,12.16997324,-1.250934657
111.3294511,14.5370871,-1.712483759
108.4210369,13.54164306,-1.384783689
109.5444259,15.36604044,-2.088982953
110.5732202,15.99891158,-6.229021878
105.9648098,12.34300052,-3.98201229
106.5923774,14.2516525,-1.201002679
105.7413317,14.52557144,-1.362507787
109.4837094,16.06950707,-1.918381236
106.10001,13.3701277,-1.325489195
109.0638674,15.01324991,-2.578492411
109.5397938,13.96070525,-1.462742555
106.4618769,9.592070984,-0.998428674
107.9216646,15.41970378,-2.916004157
111.1094301,14.54754325,-4.940203541
104.8095702,12.95923928,-1.843330965
109.6415255,16.2565803,-1.672339457
105.2619011,12.18963841,-4.087301776
105.6096009,13.80446195,-2.263362066
105.813785,12.53857074,-2.698310779
105.9764045,13.71463007,-1.37864108
107.7271503,13.28087849,-1.237859169
111.0477215,15.01721821,-1.701809917
107.3993811,14.20987638,-1.266778501
110.367845,16.55023034,-2.157663812
116.4425052,20.53096867,-2.695143123
103.8116423,12.12272367,-0.980985876
111.4606798,3.462976013,-1.547556627
107.0905795,13.78614224,-1.49282479
104.5485176,12.45461465,-1.057631545
108.737698,13.86560886,-1.438832239
107.5243765,12.26991404,-1.150937859
99.05674834,9.981523303,-1.047812411
105.4486166,12.57060386,-2.31825922
111.8619833,16.99233124,-2.138385932
105.2477222,12.38505344,-1.178253698
106.324111,14.22083093,-1.322433306
107.8042494,13.05020002,-4.149623901
113.6931759,18.35361461,-2.20418302
105.776379,12.30677777,-1.979104185
105.4197421,11.37026664,-1.12028496
108.3268214,14.70479974,-1.558811642
106.3665612,11.72810712,-0.979708001
106.5147906,9.483311235,-1.761452919
110.3431111,13.58835099,-1.472722881
112.8194032,16.65698184,-1.945217948
105.4321825,12.85410636,-1.753437718
106.7613741,13.67425064,-1.179211049
107.961268,13.48108628,-1.81979598
106.8323138,13.26230206,-1.642685961
109.2345346,15.01109934,-1.491491408
107.1599061,13.69988012,-1.507825504
109.6158714,14.30700549,-1.491705274
110.686853,14.44161067,-1.625254958
112.2583355,16.39055236,-7.099029854
107.0710633,12.14518443,-1.103536198
105.4305862,13.56872996,-1.035376714
105.0798969,12.96249291,-0.973957018
108.0251705,14.62081799,-1.820949587
107.0219159,12.01945516,-1.981390651
103.4254125,12.99704203,-1.012525244
104.4624036,13.6568484,-1.194412918
107.3868414,14.38893194,-1.276602571
105.880324,12.67972838,-1.257949483
116.0390371,16.41791053,-2.572975004
103.9709436,11.59918151,-2.291259054
122.0607549,22.15238956,-3.797793704
106.0772672,12.76511381,-1.029361289
106.0175378,13.77349621,-1.088724514
100.6988113,15.68726162,-2.189716007
106.3712017,13.76417906,-1.153531266
112.8007303,19.08818315,-2.101109001
107.0529912,14.28688514,-1.48239408
106.601039,13.78057237,-1.132615893
104.5929152,12.9982871,-1.190307651
105.0515677,12.67616417,-4.160541274
109.3834441,15.21023121,-1.820361482
109.0520058,15.22130886,-1.901607636
105.8415374,13.20773122,-2.048560189
106.6019006,14.24365399,-1.803527535
104.0475284,12.57407209,-4.402075959
107.0841052,13.68318038,-2.076349661
116.2717369,21.50177257,-3.211039558
104.7383088,12.5547313,-1.145397808
105.331806,13.9672986,-1.088496358
109.3024558,14.73676599,-1.429820384
105.1921682,13.81121136,-1.033801832
109.7085868,16.64441675,-1.627350596
106.4866212,14.11136145,-1.144620791
108.3000609,11.79699823,-1.188952472
105.706489,14.14632738,-1.907320498
108.6630251,15.37309885,-1.853111442
108.3971571,15.93085496,-1.457628144
106.2122068,13.08394991,-1.351097731
107.040362,13.68766711,-1.204631354
106.054767,13.20534939,-1.093562405
106.6896187,13.78151107,-1.139869895
107.2430897,11.99229592,-2.61118867
107.1313857,13.07056764,-1.415706665
108.5297712,10.12808222,-3.722105907
106.7066573,13.59387966,-1.585188294
107.4720025,13.98920137,-1.511919406
105.1652835,12.21319484,-1.364579179
105.2063998,12.88405964,-1.294118998
119.1445807,23.63152854,-3.088591925
106.5496779,13.27488094,-1.136707504
108.1799255,9.919687112,-1.348319603
107.000691,13.62692232,-1.154612167
104.5763642,13.38290619,-1.120229722
106.843109,13.81601159,-1.153510979
105.9098309,11.84662456,-0.991939792
105.9477994,13.82634662,-1.371720732
105.5061232,12.71328223,-1.756167553
103.9294224,11.97395999,-1.851049621
104.8366422,12.46577323,-1.147680308
110.218181,16.04597398,-1.655420018
107.6791832,13.5563971,-6.47888841
108.1260895,10.03170192,-1.03478888
106.430712,13.67851351,-1.152878848
107.2278855,12.30147099,-1.127464084
107.1784225,13.04448682,-1.173846113
113.1165351,17.73585178,-2.027802761
112.3033621,13.83558354,-1.812211222
107.4486681,14.9625027,-2.418390581
103.6935075,10.48554851,-4.376608381
105.1721142,12.77623115,-1.227852603
107.294918,14.13489151,-1.253131612
115.6517372,3.128764079,-1.923689205
109.277968,13.79856228,-3.723177824
106.7752125,14.32437401,-2.617944476
108.3071442,12.55148912,-3.082571742
107.4622831,13.57224146,-1.684508198
107.2249918,14.2081702,-1.208530278
105.6637634,12.97305776,-1.256653795
107.1077549,13.34012578,-1.14513107
106.2180546,12.89635768,-3.422835602
107.3305697,14.34596311,-2.198563199
107.4690334,14.6541637,-1.255364159
104.8917898,12.73662977,-2.354978702
108.5378866,14.21183791,-2.443372681
106.2862359,12.85249798,-2.381424731
108.9937037,14.23445251,-1.716869339
106.2241312,13.35973678,-1.078221039
105.7966131,12.80900676,-1.808095555
107.7293941,13.6105548,-1.319584473
105.5401648,12.72555477,-0.989692947
109.7554864,8.374984827,-0.993519346
104.6153098,12.85450611,-1.089581779
106.2034187,13.72931703,-2.388530974
104.9088371,12.73477071,-1.200854064
104.932164,11.79875698,-2.331923049
107.5518537,14.39561682,-1.29190636
111.3952418,16.44972175,-3.436823747
110.7991298,8.808853717,-1.218978918
105.6160987,12.57654033,-0.984920547
105.149533,13.12964443,-1.373781084
109.0040795,15.89369165,-1.515695444
106.8459277,13.58744605,-1.139592251
105.9430849,12.91179401,-2.053631639
108.7006576,14.94296297,-1.615708938
110.1233696,15.80573823,-1.952734348
105.3470249,13.33670747,-1.408933621
103.6869543,11.39842392,-2.007013312
105.2061492,12.96842699,-3.418337691
107.6529411,13.67574212,-1.25651893
107.1890767,12.68598329,-1.150865791
107.4182627,13.21582121,-1.205626357
108.5776304,13.13445264,-1.375357434
107.5645166,13.61117852,-1.767344359
104.4241575,12.77649357,-1.160367289
103.7481249,12.36497697,-1.05228379
108.3264842,15.33343042,-1.417942549
105.0005863,11.32122147,-2.331148784
106.2788346,13.04779142,-1.062388237
106.3367697,12.59986957,-1.47584262
112.5284169,15.74420273,-1.939722368
101.9787959,11.47576764,-1.344976816
105.2884197,13.09075678,-1.23008824
104.0649852,12.00309566,-1.052051983
107.1751179,12.95284156,-1.167221615
110.0401527,12.33003285,-1.832286101
110.9601381,16.02930839,-1.741768371
115.218962,16.06846174,-2.402456367
106.5393907,14.38491492,-1.35273954
108.9856315,15.84021482,-1.854890314
108.0760021,14.10457602,-1.275006481
108.3581533,12.56407385,-1.313925454
114.1610784,18.5225823,-2.281648903
111.6609833,16.66106862,-1.858687805
109.628245,16.03528428,-1.588066734
105.062138,14.4068614,-1.060824563
105.3573901,13.39261144,-1.285970723
109.499971,16.20966269,-1.883056566
108.6018268,13.72932282,-1.635896812
106.5234971,12.33286619,-1.033387446
107.4809615,13.419138,-1.224343576
106.7368423,9.187807061,-2.369842893
104.5743444,12.34946165,-1.992405749
105.6535953,12.57298614,-2.317125484
107.1996538,14.23842351,-1.252368137
105.102787,12.94675074,-1.232451446
105.0597819,12.67119247,-1.685044982
104.9613322,12.89139908,-1.119026019
112.6397901,15.31343507,-1.86157262
109.8739078,17.06816955,-2.452006379
105.4378211,12.71820873,-2.489245925
109.41097,14.05564739,-1.400595324
106.9316108,12.6143519,-1.08337277
113.4191892,4.361284371,-1.063895149
104.1514483,12.5728093,-1.990448729
106.864617,8.361448021,-1.003642541
104.4356378,12.77753238,-2.064807321
105.5812245,13.66097893,-2.011483341
107.5469765,13.94724664,-1.32304735
106.3472262,13.84900766,-1.156903588
109.4542244,14.62390929,-1.846961996
105.776014,13.01085141,-3.177865895
107.895262,10.31548997,-1.343818219
105.9171074,13.0819088,-2.04528246
109.8068033,13.37085514,-1.53150748
105.0956617,13.06436738,-1.364334878
106.7789559,14.07985025,-1.475502409
107.9643525,15.8146303,-1.410558346
108.4235674,14.29857294,-1.909787688
107.0920446,14.03207714,-1.187264704
107.3377034,13.94054711,-1.543583701
104.0379373,12.11446204,-2.136217791
108.883076,14.92482113,-1.399343565
111.0318546,16.45682063,-1.709793102
105.5960377,12.83553976,-3.118401262
